importer_iso,partner_iso,import_share
POL,EGY,0.0007513944736166507
POL,ESP,0.028633837165204994
POL,FRA,0.059001117509170004
POL,GBR,0.03501397415777845
POL,IDN,0.0045867888798275715
POL,IND,0.00901616999047406
POL,ITA,0.0777418416772165
POL,JPN,0.022267204704769134
POL,KOR,0.02660354478362347
POL,MEX,0.002852360228032706
POL,MYS,0.00541984038486119
POL,NLD,0.04763300421709829
POL,RUS,0.09845800756702634
POL,SAU,0.006080038837360024
POL,SWE,0.026315482156026717
POL,THA,0.005124529669179387
POL,TUR,0.01858669737089392
POL,USA,0.03955028323378748
POL,VNM,0.0088924058505081
POL,ZAF,0.002337189990743226
RUS,ARE,0.00098229839586791
RUS,ARG,0.0061155334940905665
RUS,AUS,0.004345554364849385
RUS,BEL,0.02016197031247396
RUS,BRA,0.02418118353524484
RUS,CAN,0.007628741456347182
RUS,CHE,0.014696037717901402
RUS,CHN,0.2054213194551566
RUS,DEU,0.17973313010009628
RUS,EGY,0.0018511594196578723
RUS,ESP,0.01987833820282504
RUS,FRA,0.05754460077879326
RUS,GBR,0.035294592128936896
RUS,IDN,0.00793464872114196
RUS,IND,0.016314334304865032
RUS,ITA,0.06382259074071123
RUS,JPN,0.05998045535894469
RUS,KOR,0.045736846323786405
RUS,MEX,0.003661559234380414
RUS,MYS,0.00855420656419395
RUS,NLD,0.027820720305474323
RUS,POL,0.03569025204257211
RUS,SAU,0.0006915255828022387
RUS,SWE,0.020632233956789533
RUS,THA,0.008304651955057986
RUS,TUR,0.027270897124612285
RUS,USA,0.08255892659833079
RUS,VNM,0.009970007466383298
RUS,ZAF,0.003221684357712552
SAU,ARE,0.053392067121855194
SAU,ARG,0.006692606493155677
SAU,AUS,0.01986821649091684
SAU,BEL,0.011814640236378848
SAU,BRA,0.023565612978628366
SAU,CAN,0.01226208457548897
SAU,CHE,0.02470175623523492
SAU,CHN,0.1580384682723612
SAU,DEU,0.0800634368850903
SAU,EGY,0.018463454981656
SAU,ESP,0.015658977788736803
SAU,FRA,0.037455133208778225
SAU,GBR,0.03992931708572875
SAU,IDN,0.01408281205453284
SAU,IND,0.04539906766779072
SAU,ITA,0.040499376493083446
SAU,JPN,0.08011531715927471
SAU,KOR,0.046100640111370834
SAU,MEX,0.006756583346403831
SAU,MYS,0.010741968127668708
SAU,NLD,0.016102418489417732
SAU,POL,0.006301625107563948
SAU,RUS,0.010623450511490818
SAU,SWE,0.013309927207318837
SAU,THA,0.01980600160822958
SAU,TUR,0.01788875787649686
SAU,USA,0.15514971832966953
SAU,VNM,0.008582394924484472
SAU,ZAF,0.00663416863119307
SWE,ARE,0.0006359804236996999
SWE,ARG,0.0006960503223509293
SWE,AUS,0.003828640481755689
SWE,BEL,0.06388580882171316
SWE,BRA,0.0061617642031462395
SWE,CAN,0.004760217611210339
SWE,CHE,0.013693952966197988
SWE,CHN,0.06840072526711836
SWE,DEU,0.2692164080194524
SWE,EGY,0.00042447640946408305
SWE,ESP,0.02298682583725013
SWE,FRA,0.06843831930237884
SWE,GBR,0.0885178948506954
SWE,IDN,0.0020862224860791995
SWE,IND,0.007073100204543266
SWE,ITA,0.04993805954669288
SWE,JPN,0.02170487862489088
SWE,KOR,0.011229153041363023
SWE,MEX,0.0010998166052481966
SWE,MYS,0.004471318594574675
SWE,NLD,0.12173616462541778
SWE,POL,0.05024587900134996
SWE,RUS,0.03908816871972113
SWE,SAU,0.0013923946984228058
SWE,THA,0.005129066418910421
SWE,TUR,0.011441704294193666
SWE,USA,0.05304848362135745
SWE,VNM,0.006891267320457339
SWE,ZAF,0.0026573887798974094
THA,ARE,0.056694534331568555
THA,ARG,0.0039087489872880795
THA,AUS,0.02952516083639003
THA,BEL,0.006186545915621963
THA,BRA,0.012157471612242834
THA,CAN,0.005639325336829427
THA,CHE,0.02497042564160911
THA,CHN,0.20666016763444103
THA,DEU,0.03418384336627483
THA,EGY,0.00038863443799271567
THA,ESP,0.0036933567359490275
THA,FRA,0.015402574388757084
THA,GBR,0.014129974107987948
THA,IDN,0.03672153600971293
THA,IND,0.01944785605579354
THA,ITA,0.01253094233390812
THA,JPN,0.2223928883379438
THA,KOR,0.04650333178052594
THA,MEX,0.0032611263417514505
THA,MYS,0.06961379564275984
THA,NLD,0.006821815413338013
THA,POL,0.0014334404854610212
THA,RUS,0.012500955311313934
THA,SAU,0.033632414278980276
THA,SWE,0.004611470221909461
THA,TUR,0.0014949774218296053
THA,USA,0.09102387370168717
THA,VNM,0.019565468111428137
THA,ZAF,0.004903345218704113
TUR,ARE,0.015610616167142951
TUR,ARG,0.0030562222742267792
TUR,AUS,0.005157393923035048
TUR,BEL,0.02355648205162866
TUR,BRA,0.012094120605802642
TUR,CAN,0.006946326873288915
TUR,CHE,0.037464596546310944
TUR,CHN,0.1180013840101361
TUR,DEU,0.1380361410134529
TUR,EGY,0.008145125928069602
TUR,ESP,0.03569487890523292
TUR,FRA,0.05755428687558638
TUR,GBR,0.04109362370867315
TUR,IDN,0.009217876420276164
TUR,IND,0.027238299774583277
TUR,ITA,0.07675346268781968
TUR,JPN,0.026952137255923672
TUR,KOR,0.03497326124071311
TUR,MEX,0.0037947161942567505
TUR,MYS,0.010979620627292158
TUR,NLD,0.023313487154295872
TUR,POL,0.016083812272555172
TUR,RUS,0.14592270453131898
TUR,SAU,0.01140237589874195
TUR,SWE,0.01328821615438289
TUR,THA,0.007934870601843672
TUR,USA,0.07463708270625213
TUR,VNM,0.0066715592974624155
TUR,ZAF,0.008425318299695103
USA,ARE,0.0015894179292807798
USA,ARG,0.002778318560642826
USA,AUS,0.005953231186772408
USA,BEL,0.009808115106666014
USA,BRA,0.015964096274245318
USA,CAN,0.17815186877779607
USA,CHE,0.016697671689887388
USA,CHN,0.20234859555431994
USA,DEU,0.0599018746051551
USA,EGY,0.0012074718809007151
USA,ESP,0.007112285864061815
USA,FRA,0.025170600185648987
USA,GBR,0.03185973253045309
USA,IDN,0.010529052930924947
USA,IND,0.02187528947560345
USA,ITA,0.02404582910395497
USA,JPN,0.0826781564477966
USA,KOR,0.03693456845025512
USA,MEX,0.15026005511289434
USA,MYS,0.02025641906584373
USA,NLD,0.01181925032424199
USA,POL,0.0027815936442857165
USA,RUS,0.010236816785322357
USA,SAU,0.015756109191441894
USA,SWE,0.007222297885153887
USA,THA,0.017180738103509445
USA,TUR,0.004416229484555432
USA,VNM,0.020630915489712895
USA,ZAF,0.004833398358672806
VNM,ARE,0.0026139701500476425
VNM,ARG,0.011113615047294014
VNM,AUS,0.02281573604993078
VNM,BEL,0.004993568605777688
VNM,BRA,0.009186062094346104
VNM,CAN,0.004384537080780302
VNM,CHE,0.012755539095507104
VNM,CHN,0.30025153702677726
VNM,DEU,0.025322482881151576
VNM,EGY,0.00021300358458254946
VNM,ESP,0.00333008350272958
VNM,FRA,0.014956539007869188
VNM,GBR,0.007102233421746331
VNM,IDN,0.027651634728149035
VNM,IND,0.024992917815752094
